日本政府正式发布“氢能源基本战略”^10955^http://www.globaltechmap.com/document/view?id=10955^2017-12-27^中国能源网^日本^据中国能源网12月27日消息，日本政府正式发布“氢能源基本战略”，主要目标包括：到2030年左右实现氢能源发电商用化，以削减碳排放并提高能源自给率；通过技术革新等手段把氢能源发电成本降低至与液化天然气发电相同的水平。日本还将重点推进可大量生产、运输氢的全球性供应链建设。该战略指出，实现氢能源型社会绝非坦途，日本将率先向这一目标发起挑战，在氢能源利用方面引领世界。^http://www.china5e.com/news/news-1015628-1.html
印度计划大幅增加铀矿产量^10958^http://www.globaltechmap.com/document/view?id=10958^2017-12-27^国防科技信息网^印度^据国防科技信息网12月27日消息，印度原子能部（DAE）表示，印度计划到2031-2032年将铀矿产量增加10倍，实现自给自足。目前印度铀公司已提出了一个大规模扩张的计划，其中包括保持现有设施持续供应、扩大一些现有单位的产能，以及在印度不同地区建设新的生产中心（矿山和工厂）。^http://www.dsti.net/Information/News/107916
法国电力公司收购阿海珐子公司核反应堆业务75.5%股权^10940^http://www.globaltechmap.com/document/view?id=10940^2017-12-25^中国能源网^法国^据中国能源网12月25日消息，法国电力公司于近日收购阿海珐集团子公司New NP公司核反应堆业务75.5%的股权。New NP公司拥有阿海珐集团的核反应堆业务，包括反应堆设备、核燃料设计与制造以及为设立核设施基地提供服务等。此次交易使法国电力公司成为核电领域领军者，对于法国能源独立、核电原材料安全和非碳发电至关重要，也为法国核电出口提供强有力支撑。^http://www.china5e.com/news/news-1015091-1.html
美国哥伦比亚大学开发出新型光伏电解海水设备，可生产高纯度氢气和氧气^10918^http://www.globaltechmap.com/document/view?id=10918^2017-12-22^中国能源网^美国^据中国能源网12月22日消息，美国哥伦比亚大学研究人员开发出一种新型光伏电解海水设备，可利用太阳光的能量将海水电解成高纯度的氢气和氧气。该设备使用外侧涂覆催化剂的网状电极，氢气和氧气在这些催化剂表面产生；当气体气泡变得足够大时会从电极表面分离，氧气自然流失，氢气飘至上方收集室储存，产生的氢气纯度高达99%。与目前包含隔膜的设备相比，该无膜电解设备成本低、耐用性高，可利用丰富的太阳能来大规模生产能源燃料。^http://www.china5e.com/news/news-1015048-1.html
我国浙江大学​研发出新型铝-石墨烯电池^10919^http://www.globaltechmap.com/document/view?id=10919^2017-12-22^中国能源网^中国^据OFweek锂电网12月22日消息，我国浙江大学研究人员用石墨烯膜作为正极材料，研发出一种新型的铝-石墨烯电池。该电池寿命超长，能在极短时间内充满电，可在-40℃到120℃温度范围内正常工作。且该电池在-40℃低温下，仍能稳定充放电1000次，在100℃高温下，可稳定充放电45000次，即使电芯暴露于火焰中也不会起火或爆炸。该电池还有很好的柔性，在10000次弯折后容量不变，在可穿戴柔性电子器件中具有极大的应用潜力。^http://libattery.ofweek.com/2017-12/ART-36001-8140-30183197.html​
日本将向波兰出口高温气冷堆^10938^http://www.globaltechmap.com/document/view?id=10938^2017-12-22^国防科技信息网^日本^据国防科技信息网12月22日消息，日本原子能研究开发机构、东芝、三菱重工和日立等多家机构正在联手向波兰出口商用高温气冷反应堆技术。日本与波兰已于2017年5月就高温气冷堆技术建立了合作关系，计划2018年与波兰当地合作伙伴启动合作，2025年在波兰国家核研究中心建成一个10兆瓦的实验反应堆，2030年开始运行160兆瓦商用堆。目前，高温气冷堆技术尚未在世界任何地方商业化。^http://www.dsti.net/Information/News/107831
澳大利亚新南威尔士大学悉尼分校提出氢硼聚变能源方案^10939^http://www.globaltechmap.com/document/view?id=10939^2017-12-22^国防科技信息网^澳大利亚^据国防科技信息网12月22日消息，澳大利亚新南威尔士大学悉尼分校研究人员用两束强大的激光快速脉冲产生氢硼核聚变。在该技术中，激光脉冲产生精确的非线性力，将原子核压缩在一起。该聚变过程不产生中子，因此没有相关的放射性，无需放射性燃料元件，也不会产生放射性废料。不同于煤、天然气或核能那样利用加热水之类的液体来驱动涡轮机，氢硼聚变产生的能量可直接转化为电能。^http://www.dsti.net/Information/News/107832
韩国拟投资超110万亿韩元提升可再生能源发电比重^10902^http://www.globaltechmap.com/document/view?id=10902^2017-12-21^北极星太阳能光伏网^韩国^据北极星太阳能光伏网12月21日消息，韩国产业通商资源部宣布，未来将增建更多风力与太阳能发电厂，总投资额预计达110万亿韩元（约合1010亿美元），以在2030年将可再生能源发电比重提升近3倍。按照韩国政府的规划，太阳能电厂占总投资额比重将超过60%，其余34%将用来新建风力发电厂。此外，韩国为避免重蹈日本福岛核灾的覆辙，计划逐年削减核能发电。^http://guangfu.bjx.com.cn/news/20171221/869125.shtml
法国在2040年前将禁止所有石油和天然气勘探和生产^10903^http://www.globaltechmap.com/document/view?id=10903^2017-12-21^中国能源网^法国^据中国能源网12月21日消息，法国议会批准了一项法律，在2040年前禁止石油和天然气勘探和生产。根据这项法律，现有的钻探许可证将不会更新，也不会签发新的勘探许可证。法国政府声称这是世界首个石油和天然气禁令。但该禁令在很大程度上是象征性的，因为法国生产的石油和天然气只占国内消费的1％，其余全靠进口。^http://www.china5e.com/news/news-1014856-1.html
印度可再生能源行业获4亿美元投资^10905^http://www.globaltechmap.com/document/view?id=10905^2017-12-21^中国能源网^印度^据中国能源网12月21日消息，印度可再生能源行业获得欧洲投资银行（EIB）与印度商业银行Yes Bank联合的4亿美元投资。EIB和Yes Bank已在卡纳塔克邦、泰伦加纳邦、马哈拉施特拉邦以及拉贾斯坦邦确定了“合格的太阳能项目”，且目前正在审核更多风能与太阳能项目。Yes Bank将会管理这个旨在为印度发展新太阳能与风能发电设施的联合融资项目。^http://www.china5e.com/news/news-1014780-1.html
